S.No.,Name,Hieght,Width,Channels,Avg Blue,Avg Red,Avg Green
1,3876170-blue-pic.jpg,240,320,3,219.96239583333357,20.537903645833353,0.5430729166666677
2,qr.png,200,200,3,155.3523749999999,155.3523749999999,155.3523749999999
3,Screenshot (3).png,1080,1920,3,243.52607397762327,242.2898355516974,241.27570505401246
4,Screenshot (4).png,1080,1920,3,224.27767795138877,227.7352965856477,210.63690055941342
5,Screenshot (5).jpg,1080,1920,3,232.21619164737658,230.29048321759248,230.90348138503094
